person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,N,country,loan_activo
27,32000,MORTGAGE,0.0,VENTURE,A,9850,8.94,0,0.31,N,5,19332,USA,inactivo
27,15600,RENT,11.0,HOMEIMPROVEMENT,B,2800,10.65,1,0.18,N,5,19333,USA,activo
27,32000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,14000,11.89,0,0.44,N,7,19334,USA,inactivo
32,24000,RENT,7.0,DEBTCONSOLIDATION,B,2800,10.99,0,0.12,N,9,19335,USA,inactivo
27,24000,RENT,0.0,PERSONAL,B,2800,10.95,0,0.12,N,10,19336,USA,inactivo
33,25000,RENT,6.0,PERSONAL,A,2800,9.32,0,0.11,N,7,19337,USA,inactivo
27,32000,OTHER,10.0,EDUCATION,C,15000,,1,0.47,N,7,19338,USA,activo
32,32000,OWN,2.0,VENTURE,C,4000,10.78,0,0.13,Y,5,19339,USA,inactivo
30,30000,RENT,6.0,MEDICAL,C,2800,12.68,0,0.09,Y,7,19340,USA,inactivo
27,12000,RENT,2.0,PERSONAL,C,2850,13.61,1,0.24,Y,5,19341,USA,activo
33,32004,MORTGAGE,4.0,PERSONAL,B,6000,10.74,0,0.19,N,7,19342,USA,inactivo
28,115000,RENT,0.0,VENTURE,A,2850,6.54,0,0.02,N,9,19343,USA,inactivo
27,17000,RENT,6.0,PERSONAL,B,2875,11.71,1,0.17,N,10,19344,USA,activo
30,32004,OWN,4.0,VENTURE,A,5500,8.0,0,0.17,N,9,19345,USA,inactivo
28,10000,RENT,12.0,EDUCATION,B,3000,,1,0.3,N,8,19346,USA,activo
28,13200,RENT,0.0,MEDICAL,B,3000,10.99,1,0.23,N,6,19347,USA,activo
35,14400,RENT,1.0,HOMEIMPROVEMENT,B,3000,,1,0.21,N,7,19348,USA,activo
32,14400,RENT,7.0,PERSONAL,C,3000,13.98,1,0.21,Y,8,19349,USA,activo
33,14400,RENT,2.0,MEDICAL,B,3000,11.83,1,0.21,N,5,19350,USA,activo
31,32400,MORTGAGE,14.0,HOMEIMPROVEMENT,A,3000,7.49,0,0.09,N,10,19351,USA,inactivo
27,15000,RENT,2.0,EDUCATION,C,3000,13.23,1,0.2,N,7,19352,USA,activo
33,15500,RENT,1.0,MEDICAL,A,3000,7.51,1,0.19,N,5,19353,USA,activo
29,32400,MORTGAGE,2.0,MEDICAL,B,10625,,0,0.33,N,5,19354,USA,inactivo
30,32400,MORTGAGE,13.0,VENTURE,B,6500,,0,0.2,N,5,19355,USA,inactivo
31,16000,RENT,1.0,EDUCATION,C,3000,13.85,1,0.19,Y,6,19356,USA,activo
29,32400,MORTGAGE,0.0,DEBTCONSOLIDATION,C,4000,12.98,0,0.12,Y,6,19357,USA,inactivo
28,32400,MORTGAGE,,PERSONAL,B,2500,8.88,1,0.08,N,8,19358,USA,activo
35,16800,RENT,0.0,HOMEIMPROVEMENT,A,3000,5.42,1,0.18,N,7,19359,USA,activo
31,16800,RENT,0.0,HOMEIMPROVEMENT,C,3000,14.26,1,0.18,Y,7,19360,USA,activo
31,32400,MORTGAGE,4.0,VENTURE,C,7500,13.48,0,0.23,N,5,19361,USA,inactivo
28,17573,RENT,1.0,MEDICAL,A,3000,7.37,1,0.17,N,8,19362,USA,activo
30,32400,OWN,,EDUCATION,B,3000,10.62,0,0.09,N,9,19363,USA,inactivo
29,18000,RENT,2.0,HOMEIMPROVEMENT,B,3000,12.69,1,0.17,N,8,19364,USA,activo
28,32468,MORTGAGE,12.0,VENTURE,A,6000,7.51,0,0.18,N,5,19365,USA,inactivo
31,32496,MORTGAGE,2.0,PERSONAL,B,1800,9.63,0,0.06,N,10,19366,USA,inactivo
31,32500,MORTGAGE,4.0,MEDICAL,A,8975,6.62,0,0.28,N,10,19367,USA,inactivo
32,18072,RENT,,DEBTCONSOLIDATION,A,3000,6.03,1,0.17,N,7,19368,USA,activo
28,32500,MORTGAGE,12.0,EDUCATION,A,5000,7.14,0,0.15,N,7,19369,USA,inactivo
35,19200,RENT,4.0,MEDICAL,E,3000,16.4,1,0.16,Y,7,19370,USA,activo
28,19992,RENT,12.0,EDUCATION,A,3000,7.14,1,0.15,N,9,19371,USA,activo
30,20000,RENT,1.0,PERSONAL,B,3000,11.49,1,0.15,N,8,19372,USA,activo
28,20000,RENT,3.0,VENTURE,C,3000,,0,0.15,Y,6,19373,USA,inactivo
32,32678,MORTGAGE,10.0,DEBTCONSOLIDATION,C,3075,15.23,0,0.09,N,6,19374,USA,inactivo
31,21000,RENT,13.0,EDUCATION,D,3000,15.28,0,0.14,Y,8,19375,USA,inactivo
35,21600,RENT,0.0,DEBTCONSOLIDATION,C,3000,14.35,0,0.14,N,9,19376,USA,inactivo
31,32904,MORTGAGE,15.0,VENTURE,C,3000,,0,0.09,N,5,19377,USA,inactivo
34,22668,RENT,,VENTURE,B,3000,,0,0.13,N,5,19378,USA,inactivo
34,23000,RENT,4.0,MEDICAL,B,3000,11.49,0,0.13,N,6,19379,USA,inactivo
29,33000,MORTGAGE,1.0,VENTURE,D,7100,16.77,0,0.22,N,7,19380,USA,inactivo
33,23004,RENT,6.0,PERSONAL,C,3000,13.43,0,0.13,Y,5,19381,USA,inactivo
27,23004,RENT,6.0,EDUCATION,F,3000,17.8,0,0.13,Y,10,19382,USA,inactivo
32,30000,RENT,4.0,PERSONAL,C,3000,13.49,0,0.1,Y,6,19383,USA,inactivo
33,33000,MORTGAGE,3.0,EDUCATION,B,4000,12.69,0,0.12,N,8,19384,USA,inactivo
33,33000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6000,6.03,0,0.18,N,5,19385,USA,inactivo
27,33000,MORTGAGE,7.0,VENTURE,B,4800,10.65,0,0.15,N,10,19386,USA,inactivo
31,30000,RENT,2.0,PERSONAL,B,3000,10.95,0,0.1,N,8,19387,USA,inactivo
35,30000,RENT,2.0,EDUCATION,C,3000,12.53,0,0.1,Y,5,19388,USA,inactivo
28,30500,RENT,4.0,MEDICAL,A,3000,9.63,0,0.1,N,8,19389,USA,inactivo
34,30857,RENT,6.0,VENTURE,C,3000,13.06,1,0.1,N,9,19390,USA,activo
28,31000,RENT,2.0,PERSONAL,B,3000,10.0,0,0.1,N,7,19391,USA,inactivo
27,31200,RENT,2.0,PERSONAL,B,3000,10.99,0,0.1,N,6,19392,USA,inactivo
29,31200,RENT,0.0,PERSONAL,C,3000,,0,0.1,Y,6,19393,USA,inactivo
31,31400,RENT,7.0,PERSONAL,C,3000,,1,0.1,N,10,19394,USA,activo
34,31704,RENT,2.0,VENTURE,B,3000,11.49,0,0.09,N,8,19395,USA,inactivo
30,33000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,8.49,0,0.18,N,8,19396,USA,inactivo
34,32000,RENT,9.0,MEDICAL,D,3000,14.59,0,0.09,Y,7,19397,USA,inactivo
30,33000,MORTGAGE,3.0,EDUCATION,B,5600,10.59,0,0.17,N,9,19398,USA,inactivo
30,32796,RENT,8.0,MEDICAL,B,3000,11.49,0,0.09,N,7,19399,USA,inactivo
27,33600,RENT,1.0,MEDICAL,C,3000,13.49,0,0.09,Y,9,19400,USA,inactivo
29,33600,RENT,2.0,VENTURE,D,3000,15.99,1,0.09,N,8,19401,USA,activo
33,34320,RENT,1.0,DEBTCONSOLIDATION,D,3000,14.11,1,0.09,N,5,19402,USA,activo
31,34580,RENT,3.0,PERSONAL,B,3000,11.49,1,0.09,N,6,19403,USA,activo
27,35000,RENT,0.0,DEBTCONSOLIDATION,A,3000,8.49,0,0.09,N,10,19404,USA,inactivo
27,35000,RENT,0.0,DEBTCONSOLIDATION,B,3000,,0,0.09,N,8,19405,USA,inactivo
29,35500,RENT,3.0,MEDICAL,B,3000,11.86,0,0.08,N,9,19406,USA,inactivo
29,30000,RENT,3.0,DEBTCONSOLIDATION,C,3000,,1,0.1,Y,6,19407,USA,activo
32,33000,MORTGAGE,2.0,MEDICAL,A,5000,6.17,0,0.15,N,7,19408,USA,inactivo
31,36000,RENT,5.0,DEBTCONSOLIDATION,B,3000,9.91,0,0.08,N,7,19409,USA,inactivo
27,33000,MORTGAGE,6.0,VENTURE,A,12000,7.51,0,0.36,N,7,19410,USA,inactivo
29,36000,RENT,7.0,DEBTCONSOLIDATION,B,3000,10.99,0,0.08,N,10,19411,USA,inactivo
35,36000,RENT,1.0,EDUCATION,A,3000,5.42,0,0.08,N,5,19412,USA,inactivo
31,30000,RENT,0.0,DEBTCONSOLIDATION,B,3000,10.08,1,0.1,N,10,19413,USA,activo
27,36000,RENT,11.0,MEDICAL,A,3000,8.0,0,0.08,N,9,19414,USA,inactivo
28,37090,RENT,2.0,MEDICAL,B,3000,11.12,0,0.08,N,8,19415,USA,inactivo
29,37440,RENT,2.0,MEDICAL,A,3000,5.42,0,0.08,N,8,19416,USA,inactivo
29,31440,RENT,0.0,PERSONAL,C,3000,11.34,1,0.1,Y,6,19417,USA,activo
31,31800,RENT,6.0,DEBTCONSOLIDATION,D,3000,15.62,1,0.09,Y,9,19418,USA,activo
33,38000,RENT,3.0,PERSONAL,C,3000,15.23,0,0.08,Y,10,19419,USA,inactivo
29,33000,MORTGAGE,5.0,VENTURE,B,4200,11.36,0,0.13,N,9,19420,USA,inactivo
27,38000,RENT,5.0,MEDICAL,A,3000,7.49,0,0.08,N,8,19421,USA,inactivo
32,38052,RENT,16.0,VENTURE,B,3000,11.49,0,0.08,N,6,19422,USA,inactivo
30,38400,RENT,,DEBTCONSOLIDATION,C,3000,12.99,0,0.08,N,9,19423,USA,inactivo
28,38400,RENT,0.0,PERSONAL,B,3000,9.25,0,0.08,N,10,19424,USA,inactivo
27,38500,RENT,1.0,VENTURE,B,3000,11.48,0,0.08,N,10,19425,USA,inactivo
28,38688,RENT,2.0,EDUCATION,C,3000,12.73,0,0.08,Y,8,19426,USA,inactivo
28,39000,RENT,0.0,EDUCATION,A,3000,7.9,0,0.08,N,7,19427,USA,inactivo
27,33600,RENT,,MEDICAL,D,3000,16.89,1,0.09,N,8,19428,USA,activo
30,33000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,3000,11.66,0,0.09,N,8,19429,USA,inactivo
29,33000,MORTGAGE,2.0,PERSONAL,A,16000,8.63,0,0.48,N,7,19430,USA,inactivo
28,34000,RENT,4.0,PERSONAL,B,3000,10.65,1,0.09,N,10,19431,USA,activo
33,40000,RENT,6.0,VENTURE,A,3000,5.42,0,0.07,N,10,19432,USA,inactivo
28,34000,RENT,3.0,MEDICAL,B,3000,10.37,1,0.09,N,10,19433,USA,activo
30,40000,RENT,5.0,MEDICAL,A,3000,7.14,0,0.07,N,7,19434,USA,inactivo
28,34000,RENT,1.0,PERSONAL,D,3000,15.7,1,0.09,Y,10,19435,USA,activo
27,40000,RENT,3.0,PERSONAL,A,3000,7.05,0,0.07,N,8,19436,USA,inactivo
31,33225,MORTGAGE,13.0,PERSONAL,B,13500,10.59,0,0.41,N,6,19437,USA,inactivo
27,33267,MORTGAGE,5.0,HOMEIMPROVEMENT,B,3200,12.18,0,0.1,N,6,19438,USA,inactivo
27,43000,RENT,11.0,PERSONAL,B,3000,10.99,0,0.07,N,7,19439,USA,inactivo
28,43200,RENT,1.0,MEDICAL,A,3000,7.49,0,0.07,N,9,19440,USA,inactivo
29,37200,RENT,3.0,DEBTCONSOLIDATION,E,3000,19.29,1,0.08,Y,5,19441,USA,activo
32,33280,MORTGAGE,6.0,HOMEIMPROVEMENT,B,2400,10.59,0,0.07,N,10,19442,USA,inactivo
30,43500,RENT,0.0,EDUCATION,B,3000,12.42,0,0.07,N,10,19443,USA,inactivo
27,44000,RENT,11.0,VENTURE,E,3000,18.39,0,0.07,Y,7,19444,USA,inactivo
30,33300,MORTGAGE,2.0,MEDICAL,A,1600,7.4,0,0.05,N,5,19445,USA,inactivo
28,33400,MORTGAGE,12.0,HOMEIMPROVEMENT,A,16700,7.66,0,0.5,N,9,19446,USA,inactivo
34,45000,RENT,2.0,MEDICAL,B,3000,11.11,0,0.07,N,7,19447,USA,inactivo
32,45000,RENT,3.0,PERSONAL,C,3000,12.61,0,0.07,N,7,19448,USA,inactivo
30,45000,RENT,0.0,MEDICAL,B,3000,10.62,0,0.07,N,10,19449,USA,inactivo
29,39000,RENT,2.0,PERSONAL,E,3000,16.7,1,0.08,Y,7,19450,USA,activo
32,39314,RENT,16.0,DEBTCONSOLIDATION,C,3000,15.23,1,0.08,N,7,19451,USA,activo
33,33600,MORTGAGE,,PERSONAL,C,2500,14.65,0,0.07,N,8,19452,USA,inactivo
27,33600,MORTGAGE,,MEDICAL,A,8000,,0,0.24,N,10,19453,USA,inactivo
29,45996,RENT,6.0,EDUCATION,B,3000,9.76,0,0.07,N,7,19454,USA,inactivo
34,33600,MORTGAGE,4.0,EDUCATION,B,6000,10.99,0,0.18,N,6,19455,USA,inactivo
30,40750,RENT,2.0,DEBTCONSOLIDATION,D,3000,15.28,1,0.07,N,10,19456,USA,activo
27,47000,RENT,6.0,PERSONAL,B,3000,10.74,0,0.06,N,5,19457,USA,inactivo
29,47000,RENT,0.0,MEDICAL,B,3000,10.25,0,0.06,N,7,19458,USA,inactivo
33,41277,RENT,3.0,EDUCATION,B,3000,10.0,1,0.07,N,8,19459,USA,activo
33,33600,OWN,3.0,VENTURE,C,9500,12.99,0,0.28,N,8,19460,USA,inactivo
28,33600,MORTGAGE,12.0,MEDICAL,A,3000,5.42,0,0.09,N,5,19461,USA,inactivo
27,33600,OWN,5.0,EDUCATION,A,5400,5.42,0,0.16,N,6,19462,USA,inactivo
29,48000,RENT,11.0,VENTURE,A,3000,5.42,0,0.06,N,5,19463,USA,inactivo
34,48000,RENT,4.0,VENTURE,B,3000,11.83,0,0.06,N,10,19464,USA,inactivo
32,48750,RENT,5.0,DEBTCONSOLIDATION,C,3000,13.49,0,0.06,N,7,19465,USA,inactivo
28,48876,RENT,5.0,PERSONAL,D,3000,14.59,0,0.06,N,8,19466,USA,inactivo
30,48996,RENT,2.0,EDUCATION,B,3000,10.36,0,0.06,N,10,19467,USA,inactivo
30,33600,MORTGAGE,5.0,EDUCATION,A,9000,6.91,0,0.27,N,6,19468,USA,inactivo
27,49000,RENT,3.0,PERSONAL,D,3000,14.96,0,0.06,Y,8,19469,USA,inactivo
29,33600,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6000,11.12,0,0.18,N,7,19470,USA,inactivo
29,50000,RENT,6.0,MEDICAL,A,3000,7.29,0,0.06,N,6,19471,USA,inactivo
31,33600,MORTGAGE,3.0,VENTURE,A,7000,7.14,0,0.21,N,9,19472,USA,inactivo
27,33600,MORTGAGE,,HOMEIMPROVEMENT,A,6400,7.14,0,0.19,N,10,19473,USA,inactivo
28,50000,RENT,2.0,DEBTCONSOLIDATION,B,3000,10.37,0,0.06,N,9,19474,USA,inactivo
31,33600,MORTGAGE,15.0,PERSONAL,A,6500,7.14,0,0.19,N,8,19475,USA,inactivo
30,33600,MORTGAGE,12.0,HOMEIMPROVEMENT,C,3000,13.48,0,0.09,N,9,19476,USA,inactivo
35,50000,RENT,1.0,EDUCATION,A,3000,7.88,0,0.06,N,8,19477,USA,inactivo
29,33600,MORTGAGE,3.0,MEDICAL,B,12000,11.83,0,0.36,N,6,19478,USA,inactivo
31,33600,MORTGAGE,1.0,HOMEIMPROVEMENT,B,15250,12.53,0,0.45,N,6,19479,USA,inactivo
32,46000,RENT,0.0,HOMEIMPROVEMENT,D,3000,16.29,1,0.07,N,9,19480,USA,activo
34,33612,MORTGAGE,0.0,PERSONAL,A,9000,7.74,1,0.27,N,9,19481,USA,activo
31,48605,RENT,0.0,VENTURE,B,12000,,0,0.25,N,10,19482,USA,inactivo
28,48715,RENT,2.0,VENTURE,C,12000,12.87,0,0.25,N,10,19483,USA,inactivo
27,48996,RENT,3.0,VENTURE,B,12000,12.53,0,0.24,N,6,19484,USA,inactivo
27,33975,MORTGAGE,,DEBTCONSOLIDATION,B,10000,9.25,0,0.29,N,7,19485,USA,inactivo
32,49268,RENT,11.0,VENTURE,A,12000,5.79,0,0.24,N,6,19486,USA,inactivo
29,44000,RENT,4.0,DEBTCONSOLIDATION,C,12000,15.96,1,0.27,Y,7,19487,USA,activo
33,33996,MORTGAGE,4.0,PERSONAL,A,10000,,0,0.29,N,10,19488,USA,inactivo
31,44000,RENT,4.0,DEBTCONSOLIDATION,D,12000,17.27,1,0.27,N,7,19489,USA,activo
31,50000,RENT,9.0,DEBTCONSOLIDATION,A,12000,6.03,0,0.24,N,6,19490,USA,inactivo
33,50000,RENT,0.0,VENTURE,C,12000,13.49,0,0.24,N,7,19491,USA,inactivo
27,50000,RENT,5.0,VENTURE,B,12000,10.37,0,0.24,N,9,19492,USA,inactivo
28,50000,RENT,5.0,PERSONAL,C,12000,13.11,0,0.24,N,10,19493,USA,inactivo
32,50000,RENT,16.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.24,N,10,19494,USA,inactivo
29,50000,RENT,13.0,VENTURE,A,12000,8.94,0,0.24,N,5,19495,USA,inactivo
35,50004,RENT,2.0,MEDICAL,C,12000,13.47,0,0.24,Y,7,19496,USA,inactivo
29,44400,RENT,2.0,HOMEIMPROVEMENT,D,12000,15.99,1,0.27,N,5,19497,USA,activo
27,50600,RENT,9.0,VENTURE,B,12000,9.91,0,0.24,N,7,19498,USA,inactivo
30,50600,RENT,1.0,DEBTCONSOLIDATION,C,12000,13.48,0,0.24,N,6,19499,USA,inactivo
29,50700,RENT,5.0,HOMEIMPROVEMENT,B,12000,12.42,0,0.24,N,6,19500,USA,inactivo
32,34000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,7.49,0,0.12,N,9,19501,USA,inactivo
31,34000,MORTGAGE,15.0,PERSONAL,B,13000,10.99,0,0.38,N,8,19502,USA,inactivo
27,34000,OWN,1.0,PERSONAL,B,16750,10.59,0,0.49,N,6,19503,USA,inactivo
27,51600,RENT,4.0,VENTURE,A,12000,6.99,0,0.23,N,9,19504,USA,inactivo
29,52000,RENT,2.0,EDUCATION,A,12000,7.9,0,0.23,N,7,19505,USA,inactivo
30,52000,RENT,3.0,DEBTCONSOLIDATION,A,12000,7.91,0,0.23,N,9,19506,USA,inactivo
31,34000,MORTGAGE,3.0,EDUCATION,A,13500,7.66,0,0.4,N,10,19507,USA,inactivo
32,52000,RENT,3.0,EDUCATION,A,12000,7.29,0,0.23,N,6,19508,USA,inactivo
28,52000,RENT,12.0,EDUCATION,B,12000,,0,0.23,N,8,19509,USA,inactivo
28,52000,RENT,0.0,HOMEIMPROVEMENT,C,12000,13.35,0,0.23,N,5,19510,USA,inactivo
28,34000,OWN,5.0,MEDICAL,C,7000,13.35,0,0.21,Y,8,19511,USA,inactivo
27,34000,MORTGAGE,0.0,PERSONAL,C,8000,13.35,0,0.24,N,8,19512,USA,inactivo
35,52500,RENT,3.0,HOMEIMPROVEMENT,B,12000,10.36,0,0.23,N,8,19513,USA,inactivo
29,34000,MORTGAGE,0.0,VENTURE,C,3000,13.61,0,0.09,N,9,19514,USA,inactivo
30,53000,RENT,4.0,DEBTCONSOLIDATION,A,12000,6.03,0,0.23,N,7,19515,USA,inactivo
29,53000,RENT,6.0,DEBTCONSOLIDATION,C,12000,,0,0.23,N,8,19516,USA,inactivo
28,53000,RENT,0.0,MEDICAL,C,12000,14.72,0,0.23,N,8,19517,USA,inactivo
28,53000,RENT,0.0,MEDICAL,C,12000,14.22,0,0.23,N,10,19518,USA,inactivo
33,53000,RENT,1.0,HOMEIMPROVEMENT,C,12000,12.84,0,0.23,N,5,19519,USA,inactivo
32,47004,RENT,7.0,HOMEIMPROVEMENT,C,12000,12.53,1,0.26,N,5,19520,USA,activo
31,34000,MORTGAGE,3.0,EDUCATION,C,10000,13.85,1,0.29,Y,6,19521,USA,activo
29,54000,RENT,13.0,PERSONAL,D,12000,14.74,0,0.22,Y,10,19522,USA,inactivo
31,54050,RENT,8.0,PERSONAL,B,12000,10.99,0,0.22,N,9,19523,USA,inactivo
35,34000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12800,8.94,0,0.38,N,7,19524,USA,inactivo
28,55000,RENT,6.0,MEDICAL,C,12000,14.27,0,0.22,Y,10,19525,USA,inactivo
27,34000,OWN,7.0,EDUCATION,C,8000,12.53,0,0.24,N,10,19526,USA,inactivo
33,55000,RENT,3.0,VENTURE,C,12000,12.99,0,0.22,N,7,19527,USA,inactivo
32,49000,RENT,2.0,HOMEIMPROVEMENT,B,12000,11.11,1,0.24,N,9,19528,USA,activo
28,55000,RENT,4.0,HOMEIMPROVEMENT,B,12000,10.36,0,0.22,N,7,19529,USA,inactivo
29,34000,OWN,2.0,VENTURE,E,14400,16.0,0,0.42,Y,7,19530,USA,inactivo
31,55000,RENT,3.0,HOMEIMPROVEMENT,C,12000,13.23,0,0.22,N,10,19531,USA,inactivo
27,34000,MORTGAGE,12.0,VENTURE,C,10625,13.47,0,0.31,Y,10,19532,USA,inactivo
27,55000,RENT,4.0,PERSONAL,C,12000,,0,0.22,N,6,19533,USA,inactivo
32,34000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2800,9.32,0,0.08,N,7,19534,USA,inactivo
29,49000,RENT,2.0,DEBTCONSOLIDATION,D,12000,15.37,1,0.24,N,7,19535,USA,activo
34,55000,RENT,3.0,DEBTCONSOLIDATION,C,12000,13.16,0,0.22,N,8,19536,USA,inactivo
29,55500,RENT,13.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.22,N,8,19537,USA,inactivo
27,56000,RENT,3.0,MEDICAL,A,12000,,0,0.21,N,8,19538,USA,inactivo
28,34320,MORTGAGE,5.0,DEBTCONSOLIDATION,B,16000,12.69,0,0.47,N,7,19539,USA,inactivo
32,34320,MORTGAGE,0.0,MEDICAL,C,1900,12.84,0,0.06,Y,7,19540,USA,inactivo
30,57000,RENT,14.0,DEBTCONSOLIDATION,A,12000,5.42,0,0.21,N,7,19541,USA,inactivo
27,57000,RENT,2.0,EDUCATION,B,12000,11.49,0,0.21,N,9,19542,USA,inactivo
27,34400,MORTGAGE,,VENTURE,C,7500,,0,0.22,Y,9,19543,USA,inactivo
28,51200,RENT,12.0,DEBTCONSOLIDATION,B,12000,,1,0.23,N,7,19544,USA,activo
35,58000,RENT,0.0,MEDICAL,C,12000,12.99,0,0.21,Y,8,19545,USA,inactivo
32,58000,RENT,4.0,PERSONAL,B,12000,11.26,0,0.21,N,10,19546,USA,inactivo
30,58800,RENT,0.0,DEBTCONSOLIDATION,A,12000,,0,0.2,N,10,19547,USA,inactivo
29,34500,MORTGAGE,4.0,MEDICAL,D,4500,14.42,1,0.13,N,7,19548,USA,activo
27,34500,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,9.76,0,0.14,N,7,19549,USA,inactivo
27,34560,MORTGAGE,8.0,HOMEIMPROVEMENT,E,10625,16.4,0,0.31,N,7,19550,USA,inactivo
35,52000,RENT,2.0,MEDICAL,B,3000,11.48,0,0.06,N,6,19551,USA,inactivo
27,34800,MORTGAGE,5.0,PERSONAL,B,3000,9.91,0,0.09,N,6,19552,USA,inactivo
30,53196,RENT,14.0,PERSONAL,A,3000,7.66,0,0.06,N,5,19553,USA,inactivo
35,54084,RENT,2.0,DEBTCONSOLIDATION,C,3000,12.61,0,0.06,N,6,19554,USA,inactivo
35,54996,RENT,1.0,VENTURE,B,3000,12.21,0,0.05,N,5,19555,USA,inactivo
27,49000,RENT,3.0,EDUCATION,B,3000,11.71,1,0.06,N,8,19556,USA,activo
33,49000,RENT,2.0,HOMEIMPROVEMENT,D,3000,16.49,1,0.06,N,7,19557,USA,activo
31,34800,MORTGAGE,3.0,VENTURE,D,2000,15.65,0,0.06,N,6,19558,USA,inactivo
27,55000,RENT,11.0,VENTURE,A,3000,7.68,0,0.05,N,7,19559,USA,inactivo
28,49000,RENT,0.0,DEBTCONSOLIDATION,F,3000,,1,0.06,Y,5,19560,USA,activo
32,34900,MORTGAGE,0.0,PERSONAL,B,12000,10.25,0,0.34,N,9,19561,USA,inactivo
31,56000,RENT,15.0,HOMEIMPROVEMENT,C,3000,14.27,0,0.05,Y,5,19562,USA,inactivo
33,56312,RENT,2.0,HOMEIMPROVEMENT,B,3000,11.71,0,0.05,N,9,19563,USA,inactivo
27,56400,RENT,9.0,EDUCATION,B,3000,11.83,0,0.05,N,9,19564,USA,inactivo
35,35000,MORTGAGE,5.0,EDUCATION,B,8000,12.69,0,0.23,N,6,19565,USA,inactivo
33,58800,RENT,10.0,MEDICAL,B,3000,11.49,0,0.05,N,9,19566,USA,inactivo
28,53100,RENT,4.0,MEDICAL,D,3000,,1,0.06,N,9,19567,USA,activo
27,60000,RENT,9.0,VENTURE,B,3000,11.71,0,0.05,N,6,19568,USA,inactivo
29,35000,MORTGAGE,11.0,VENTURE,B,5000,10.65,0,0.14,N,9,19569,USA,inactivo
27,60000,RENT,11.0,VENTURE,C,3000,13.49,0,0.05,N,8,19570,USA,inactivo
28,60000,RENT,2.0,DEBTCONSOLIDATION,B,3000,11.49,0,0.05,N,5,19571,USA,inactivo
28,35000,OWN,2.0,VENTURE,B,15000,,0,0.43,N,7,19572,USA,inactivo
28,35000,OWN,3.0,VENTURE,B,10400,11.71,0,0.3,N,8,19573,USA,inactivo
34,54000,RENT,5.0,MEDICAL,D,3000,15.37,1,0.06,Y,6,19574,USA,activo
29,60500,RENT,13.0,VENTURE,C,3000,13.61,0,0.05,N,9,19575,USA,inactivo
30,35000,OWN,8.0,MEDICAL,B,10000,10.65,0,0.29,N,6,19576,USA,inactivo
28,35000,OWN,5.0,EDUCATION,A,10000,7.51,0,0.29,N,7,19577,USA,inactivo
33,62000,RENT,1.0,PERSONAL,A,3000,6.99,0,0.05,N,9,19578,USA,inactivo
27,62000,RENT,5.0,HOMEIMPROVEMENT,B,3000,9.7,0,0.05,N,9,19579,USA,inactivo
28,62000,RENT,2.0,PERSONAL,B,3000,9.96,0,0.05,N,9,19580,USA,inactivo
29,56400,RENT,1.0,DEBTCONSOLIDATION,A,3000,7.9,1,0.05,N,6,19581,USA,activo
35,35000,MORTGAGE,4.0,PERSONAL,B,8000,9.91,0,0.23,N,5,19582,USA,inactivo
31,63372,RENT,7.0,PERSONAL,B,3000,,0,0.05,N,7,19583,USA,inactivo
29,35000,OWN,,HOMEIMPROVEMENT,A,8300,7.9,0,0.24,N,7,19584,USA,inactivo
28,35000,OWN,6.0,VENTURE,C,5000,14.27,0,0.14,Y,10,19585,USA,inactivo
31,64800,RENT,3.0,VENTURE,C,3000,13.98,0,0.05,N,8,19586,USA,inactivo
31,65000,RENT,2.0,HOMEIMPROVEMENT,A,3000,5.42,0,0.05,N,5,19587,USA,inactivo
31,67000,RENT,2.0,VENTURE,A,3000,7.51,0,0.04,N,10,19588,USA,inactivo
32,67000,RENT,11.0,DEBTCONSOLIDATION,A,3000,7.14,0,0.04,N,9,19589,USA,inactivo
27,51850,RENT,2.0,MEDICAL,D,3000,14.96,1,0.05,Y,7,19590,USA,activo
30,68000,RENT,1.0,VENTURE,A,3000,5.42,0,0.04,N,9,19591,USA,inactivo
32,35000,MORTGAGE,4.0,EDUCATION,A,10000,6.03,0,0.29,N,6,19592,USA,inactivo
30,35000,MORTGAGE,14.0,MEDICAL,A,2000,5.42,0,0.06,N,9,19593,USA,inactivo
30,70000,RENT,0.0,MEDICAL,C,3000,13.98,0,0.04,N,9,19594,USA,inactivo
27,70000,RENT,3.0,EDUCATION,A,3000,7.68,0,0.04,N,10,19595,USA,inactivo
35,35000,MORTGAGE,4.0,MEDICAL,C,5200,15.23,0,0.15,N,6,19596,USA,inactivo
27,35000,MORTGAGE,11.0,MEDICAL,B,9000,11.49,0,0.26,N,5,19597,USA,inactivo
